concept:name,starttime,sensor,endtime,Translate01,Translate02,duration,daycase,time:timestamp
Wash_Dishes,2011-08-01 20:57:08,M007,2011-08-01 20:57:21,Kitchen,Kitchen,0 days 00:00:13,2011-8-1,2011-08-01 20:57:08
Drink,2011-08-01 20:57:27,M007,2011-08-01 20:58:00,Kitchen,Kitchen,0 days 00:00:33,2011-8-1,2011-08-01 20:57:27
Toilet,2011-08-01 21:00:16,MA013,2011-08-01 21:01:50,Bathroom,Bathroom,0 days 00:01:34,2011-8-1,2011-08-01 21:00:16
Dress,2011-08-01 21:05:10,MA020,2011-08-01 21:07:13,Bedroom,Bedroom,0 days 00:02:03,2011-8-1,2011-08-01 21:05:10
Personal_Hygiene,2011-08-01 21:14:02,MA013,2011-08-01 21:39:13,Bathroom,Bathroom,0 days 00:25:11,2011-8-1,2011-08-01 21:14:02
Toilet,2011-08-01 21:40:02,MA013,2011-08-01 21:42:54,Bathroom,Bathroom,0 days 00:02:52,2011-8-1,2011-08-01 21:40:02
Read,2011-08-01 21:43:00,M021,2011-08-01 22:55:10,Bedroom,Bed,0 days 01:12:10,2011-8-1,2011-08-01 21:43:00
Sleep,2011-08-01 22:56:45,M021,2011-08-01 23:59:59,Bedroom,Bed,0 days 01:03:14,2011-8-1,2011-08-01 22:56:45
Sleep,2011-08-02 00:00:00,M021,2011-08-02 04:09:44,,,0 days 04:09:44,2011-8-2,2011-08-02 00:00:00
Bed_Toilet_Transition,2011-08-02 04:10:10,MA013,2011-08-02 04:13:38,Bathroom,Bathroom,0 days 00:03:28,2011-8-2,2011-08-02 04:10:10
Sleep,2011-08-02 04:13:51,MA020,2011-08-02 09:09:04,Bedroom,Bed,0 days 04:55:13,2011-8-2,2011-08-02 04:13:51
Toilet,2011-08-02 09:09:40,MA013,2011-08-02 09:12:44,Bathroom,Bathroom,0 days 00:03:04,2011-8-2,2011-08-02 09:09:40
Morning_Meds,2011-08-02 09:12:53,MA013,2011-08-02 09:13:38,Bathroom,Bathroom,0 days 00:00:45,2011-8-2,2011-08-02 09:12:53
Read,2011-08-02 09:15:57,MA020,2011-08-02 10:18:17,Bedroom,Bed,0 days 01:02:20,2011-8-2,2011-08-02 09:15:57
Sleep,2011-08-02 10:18:18,M021,2011-08-02 12:18:35,Bedroom,Bed,0 days 02:00:17,2011-8-2,2011-08-02 10:18:18
Personal_Hygiene,2011-08-02 12:22:18,MA013,2011-08-02 12:26:12,Bathroom,Bathroom,0 days 00:03:54,2011-8-2,2011-08-02 12:22:18
Take_Medicine,2011-08-02 12:26:13,MA013,2011-08-02 12:27:05,Bathroom,Bathroom,0 days 00:00:52,2011-8-2,2011-08-02 12:26:13
Cook_Lunch,2011-08-02 12:29:29,M007,2011-08-02 12:32:19,Kitchen,Kitchen,0 days 00:02:50,2011-8-2,2011-08-02 12:29:29
Work_At_Table,2011-08-02 12:32:25,M005,2011-08-02 13:00:05,DiningRoom,DiningRoom,0 days 00:27:40,2011-8-2,2011-08-02 12:32:25
Cook_Lunch,2011-08-02 13:00:14,M007,2011-08-02 13:06:39,Kitchen,Kitchen,0 days 00:06:25,2011-8-2,2011-08-02 13:00:14
Eat_Lunch,2011-08-02 13:06:44,M005,2011-08-02 13:17:57,DiningRoom,DiningRoom,0 days 00:11:13,2011-8-2,2011-08-02 13:06:44
Wash_Lunch_Dishes,2011-08-02 13:20:45,M007,2011-08-02 13:21:09,Kitchen,Kitchen,0 days 00:00:24,2011-8-2,2011-08-02 13:20:45
Relax,2011-08-02 13:22:14,M004,2011-08-02 14:11:07,LivingRoom,Chair,0 days 00:48:53,2011-8-2,2011-08-02 13:22:14
Toilet,2011-08-02 14:11:23,MA009,2011-08-02 14:13:27,Bathroom,Bathroom,0 days 00:02:04,2011-8-2,2011-08-02 14:11:23
Relax,2011-08-02 14:13:47,M004,2011-08-02 14:36:01,LivingRoom,Chair,0 days 00:22:14,2011-8-2,2011-08-02 14:13:47
Wash_Lunch_Dishes,2011-08-02 14:36:11,M007,2011-08-02 14:37:46,Kitchen,Kitchen,0 days 00:01:35,2011-8-2,2011-08-02 14:36:11
Personal_Hygiene,2011-08-02 14:41:40,MA013,2011-08-02 14:47:53,Bathroom,Bathroom,0 days 00:06:13,2011-8-2,2011-08-02 14:41:40
Work,2011-08-02 14:47:55,MA014,2011-08-02 14:58:35,WorkArea,Office,0 days 00:10:40,2011-8-2,2011-08-02 14:47:55
Personal_Hygiene,2011-08-02 14:58:39,MA013,2011-08-02 15:06:53,Bathroom,Bathroom,0 days 00:08:14,2011-8-2,2011-08-02 14:58:39
Bathe,2011-08-02 15:06:55,MA013,2011-08-02 15:12:32,Bathroom,Bathroom,0 days 00:05:37,2011-8-2,2011-08-02 15:06:55
Groom,2011-08-02 15:12:43,MA013,2011-08-02 15:23:01,Bathroom,Bathroom,0 days 00:10:18,2011-8-2,2011-08-02 15:12:43
Dress,2011-08-02 15:23:03,MA020,2011-08-02 15:28:18,Bedroom,Bedroom,0 days 00:05:15,2011-8-2,2011-08-02 15:23:03
Groom,2011-08-02 15:28:39,MA013,2011-08-02 15:40:29,Bathroom,Bathroom,0 days 00:11:50,2011-8-2,2011-08-02 15:28:39
Leave_Home,2011-08-02 15:43:51,MA003,2011-08-02 15:44:06,OutsideDoor,FrontDoor,0 days 00:00:15,2011-8-2,2011-08-02 15:43:51
Enter_Home,2011-08-02 17:01:40,D002,2011-08-02 17:02:25,LivingRoom,LivingRoom,0 days 00:00:45,2011-8-2,2011-08-02 17:01:40
Cook_Dinner,2011-08-02 17:04:06,M007,2011-08-02 17:14:35,Kitchen,Kitchen,0 days 00:10:29,2011-8-2,2011-08-02 17:04:06
Toilet,2011-08-02 17:15:09,MA009,2011-08-02 17:16:29,Bathroom,Bathroom,0 days 00:01:20,2011-8-2,2011-08-02 17:15:09
Personal_Hygiene,2011-08-02 17:16:50,MA013,2011-08-02 17:17:03,Bathroom,Bathroom,0 days 00:00:13,2011-8-2,2011-08-02 17:16:50
Cook_Dinner,2011-08-02 17:18:23,M007,2011-08-02 17:24:35,Kitchen,Kitchen,0 days 00:06:12,2011-8-2,2011-08-02 17:18:23
Toilet,2011-08-02 17:24:56,MA009,2011-08-02 17:28:18,Bathroom,Bathroom,0 days 00:03:22,2011-8-2,2011-08-02 17:24:56
Cook_Dinner,2011-08-02 17:29:26,M007,2011-08-02 17:29:57,Kitchen,Kitchen,0 days 00:00:31,2011-8-2,2011-08-02 17:29:26
Toilet,2011-08-02 17:33:27,MA013,2011-08-02 17:34:55,Bathroom,Bathroom,0 days 00:01:28,2011-8-2,2011-08-02 17:33:27
Leave_Home,2011-08-02 17:35:17,M002,2011-08-02 17:35:35,OutsideDoor,FrontDoor,0 days 00:00:18,2011-8-2,2011-08-02 17:35:17
Enter_Home,2011-08-02 17:47:25,D002,2011-08-02 17:47:39,LivingRoom,LivingRoom,0 days 00:00:14,2011-8-2,2011-08-02 17:47:25
Watch_TV,2011-08-02 17:48:15,M004,2011-08-02 18:38:45,LivingRoom,Chair,0 days 00:50:30,2011-8-2,2011-08-02 17:48:15
Work,2011-08-02 18:39:35,M016,2011-08-02 18:44:57,WorkArea,Office,0 days 00:05:22,2011-8-2,2011-08-02 18:39:35
Cook_Dinner,2011-08-02 18:47:21,M007,2011-08-02 18:57:46,Kitchen,Kitchen,0 days 00:10:25,2011-8-2,2011-08-02 18:47:21
Watch_TV,2011-08-02 18:58:15,M004,2011-08-02 19:03:49,LivingRoom,Chair,0 days 00:05:34,2011-8-2,2011-08-02 18:58:15
Cook_Dinner,2011-08-02 19:03:55,M007,2011-08-02 19:07:29,Kitchen,Kitchen,0 days 00:03:34,2011-8-2,2011-08-02 19:03:55
Eat_Dinner,2011-08-02 19:09:46,M005,2011-08-02 19:17:38,LivingRoom,LivingRoom,0 days 00:07:52,2011-8-2,2011-08-02 19:09:46
Wash_Dinner_Dishes,2011-08-02 19:17:41,M007,2011-08-02 19:18:42,Kitchen,Kitchen,0 days 00:01:01,2011-8-2,2011-08-02 19:17:41
Watch_TV,2011-08-02 19:19:09,M004,2011-08-02 19:59:00,LivingRoom,Chair,0 days 00:39:51,2011-8-2,2011-08-02 19:19:09
Drink,2011-08-02 20:00:42,M008,2011-08-02 20:02:40,Kitchen,Kitchen,0 days 00:01:58,2011-8-2,2011-08-02 20:00:42
Wash_Dinner_Dishes,2011-08-02 20:03:00,M007,2011-08-02 20:15:26,Kitchen,Kitchen,0 days 00:12:26,2011-8-2,2011-08-02 20:03:00
Read,2011-08-02 20:40:49,M004,2011-08-02 21:21:51,LivingRoom,Chair,0 days 00:41:02,2011-8-2,2011-08-02 20:40:49
Drink,2011-08-02 21:22:35,M007,2011-08-02 21:24:01,Kitchen,Kitchen,0 days 00:01:26,2011-8-2,2011-08-02 21:22:35
Dress,2011-08-02 21:30:04,MA020,2011-08-02 21:33:14,Bedroom,Bedroom,0 days 00:03:10,2011-8-2,2011-08-02 21:30:04
Personal_Hygiene,2011-08-02 21:33:21,MA013,2011-08-02 22:01:13,Bathroom,Bathroom,0 days 00:27:52,2011-8-2,2011-08-02 21:33:21
Toilet,2011-08-02 22:02:11,MA013,2011-08-02 22:06:34,Bathroom,Bathroom,0 days 00:04:23,2011-8-2,2011-08-02 22:02:11
Sleep,2011-08-02 22:06:56,M021,2011-08-02 23:59:59,Bedroom,Bedroom,0 days 01:53:03,2011-8-2,2011-08-02 22:06:56
Sleep,2011-08-03 00:00:00,M021,2011-08-03 03:37:45,,,0 days 03:37:45,2011-8-3,2011-08-03 00:00:00
Bed_Toilet_Transition,2011-08-03 03:38:04,MA013,2011-08-03 03:41:10,Bathroom,Bathroom,0 days 00:03:06,2011-8-3,2011-08-03 03:38:04
Sleep,2011-08-03 03:41:27,M021,2011-08-03 07:29:10,Bedroom,Bedroom,0 days 03:47:43,2011-8-3,2011-08-03 03:41:27
Toilet,2011-08-03 07:29:45,MA013,2011-08-03 07:34:06,Bathroom,Bathroom,0 days 00:04:21,2011-8-3,2011-08-03 07:29:45
Morning_Meds,2011-08-03 07:34:13,MA013,2011-08-03 07:34:53,Bathroom,Bathroom,0 days 00:00:40,2011-8-3,2011-08-03 07:34:13
Read,2011-08-03 07:36:45,M021,2011-08-03 09:02:48,Bedroom,Bedroom,0 days 01:26:03,2011-8-3,2011-08-03 07:36:45
Toilet,2011-08-03 09:04:41,MA013,2011-08-03 09:06:44,Bathroom,Bathroom,0 days 00:02:03,2011-8-3,2011-08-03 09:04:41
Dress,2011-08-03 09:06:46,MA020,2011-08-03 09:11:20,Bedroom,Bedroom,0 days 00:04:34,2011-8-3,2011-08-03 09:06:46
Work_At_Table,2011-08-03 09:12:18,M005,2011-08-03 09:37:15,DiningRoom,DiningRoom,0 days 00:24:57,2011-8-3,2011-08-03 09:12:18
Cook_Breakfast,2011-08-03 09:37:36,M007,2011-08-03 09:51:18,Kitchen,Kitchen,0 days 00:13:42,2011-8-3,2011-08-03 09:37:36
Eat_Breakfast,2011-08-03 09:51:20,M005,2011-08-03 10:03:05,DiningRoom,DiningRoom,0 days 00:11:45,2011-8-3,2011-08-03 09:51:20
Wash_Breakfast_Dishes,2011-08-03 10:03:11,M007,2011-08-03 10:15:07,Kitchen,Kitchen,0 days 00:11:56,2011-8-3,2011-08-03 10:03:11
Bathe,2011-08-03 10:17:59,MA013,2011-08-03 10:25:32,Bathroom,Bathroom,0 days 00:07:33,2011-8-3,2011-08-03 10:17:59
Dress,2011-08-03 10:25:37,M019,2011-08-03 10:25:57,Bedroom,Bedroom,0 days 00:00:20,2011-8-3,2011-08-03 10:25:37
Relax,2011-08-03 10:26:42,M004,2011-08-03 12:12:45,LivingRoom,Chair,0 days 01:46:03,2011-8-3,2011-08-03 10:26:42
Toilet,2011-08-03 12:12:56,MA009,2011-08-03 12:15:11,Bathroom,Bathroom,0 days 00:02:15,2011-8-3,2011-08-03 12:12:56
Drink,2011-08-03 12:15:48,M007,2011-08-03 12:18:17,Kitchen,Kitchen,0 days 00:02:29,2011-8-3,2011-08-03 12:15:48
Work_At_Table,2011-08-03 12:18:19,M005,2011-08-03 12:29:54,DiningRoom,DiningRoom,0 days 00:11:35,2011-8-3,2011-08-03 12:18:19
Phone,2011-08-03 12:33:39,M004,2011-08-03 12:36:25,LivingRoom,LivingRoom,0 days 00:02:46,2011-8-3,2011-08-03 12:33:39
Take_Medicine,2011-08-03 12:36:43,MA013,2011-08-03 12:36:59,Bathroom,Bathroom,0 days 00:00:16,2011-8-3,2011-08-03 12:36:43
Work,2011-08-03 12:37:02,M016,2011-08-03 12:58:36,WorkArea,Office,0 days 00:21:34,2011-8-3,2011-08-03 12:37:02
Personal_Hygiene,2011-08-03 12:58:39,MA013,2011-08-03 13:15:31,Bathroom,Bathroom,0 days 00:16:52,2011-8-3,2011-08-03 12:58:39
Relax,2011-08-03 13:15:34,M019,2011-08-03 13:23:08,Bedroom,Bedroom,0 days 00:07:34,2011-8-3,2011-08-03 13:15:34
Work_At_Table,2011-08-03 13:25:13,M005,2011-08-03 13:31:07,DiningRoom,DiningRoom,0 days 00:05:54,2011-8-3,2011-08-03 13:25:13
Personal_Hygiene,2011-08-03 13:34:21,MA013,2011-08-03 13:55:22,Bathroom,Bathroom,0 days 00:21:01,2011-8-3,2011-08-03 13:34:21
Relax,2011-08-03 13:59:54,MA020,2011-08-03 14:03:11,Bedroom,Bedroom,0 days 00:03:17,2011-8-3,2011-08-03 13:59:54
Personal_Hygiene,2011-08-03 14:03:28,MA013,2011-08-03 14:16:59,Bathroom,Bathroom,0 days 00:13:31,2011-8-3,2011-08-03 14:03:28
Drink,2011-08-03 14:20:15,M007,2011-08-03 14:21:31,Kitchen,Kitchen,0 days 00:01:16,2011-8-3,2011-08-03 14:20:15
Leave_Home,2011-08-03 14:21:35,MA003,2011-08-03 14:22:32,OutsideDoor,FrontDoor,0 days 00:00:57,2011-8-3,2011-08-03 14:21:35
Enter_Home,2011-08-03 14:55:54,D002,2011-08-03 14:56:02,LivingRoom,LivingRoom,0 days 00:00:08,2011-8-3,2011-08-03 14:55:54
Cook_Lunch,2011-08-03 14:56:41,M007,2011-08-03 15:03:02,Kitchen,Kitchen,0 days 00:06:21,2011-8-3,2011-08-03 14:56:41
Eat_Lunch,2011-08-03 15:04:03,M005,2011-08-03 15:22:35,DiningRoom,DiningRoom,0 days 00:18:32,2011-8-3,2011-08-03 15:04:03
Drink,2011-08-03 15:23:31,M008,2011-08-03 15:24:00,Kitchen,Kitchen,0 days 00:00:29,2011-8-3,2011-08-03 15:23:31
Personal_Hygiene,2011-08-03 15:27:08,MA013,2011-08-03 15:27:29,Bathroom,Bathroom,0 days 00:00:21,2011-8-3,2011-08-03 15:27:08
Sleep_Out_Of_Bed,2011-08-03 15:27:58,M004,2011-08-03 17:35:42,LivingRoom,Chair,0 days 02:07:44,2011-8-3,2011-08-03 15:27:58
Toilet,2011-08-03 17:44:23,MA013,2011-08-03 17:53:04,Bathroom,Bathroom,0 days 00:08:41,2011-8-3,2011-08-03 17:44:23
Dress,2011-08-03 17:53:13,MA020,2011-08-03 17:56:38,Bedroom,Bedroom,0 days 00:03:25,2011-8-3,2011-08-03 17:53:13
Step_Out,2011-08-03 17:56:49,MA010,2011-08-03 18:01:06,LivingRoom,LivingRoom,0 days 00:04:17,2011-8-3,2011-08-03 17:56:49
Personal_Hygiene,2011-08-03 18:08:33,MA013,2011-08-03 18:08:44,Bathroom,Bathroom,0 days 00:00:11,2011-8-3,2011-08-03 18:08:33
Dress,2011-08-03 18:23:00,MA020,2011-08-03 18:37:53,Bedroom,Bedroom,0 days 00:14:53,2011-8-3,2011-08-03 18:23:00
Step_Out,2011-08-03 18:39:15,MA003,2011-08-03 18:43:17,LivingRoom,LivingRoom,0 days 00:04:02,2011-8-3,2011-08-03 18:39:15
Personal_Hygiene,2011-08-03 18:43:19,MA009,2011-08-03 18:43:29,Bathroom,Bathroom,0 days 00:00:10,2011-8-3,2011-08-03 18:43:19
Toilet,2011-08-03 18:44:44,MA009,2011-08-03 18:46:08,Bathroom,Bathroom,0 days 00:01:24,2011-8-3,2011-08-03 18:44:44
Cook_Dinner,2011-08-03 18:53:24,M007,2011-08-03 18:59:13,Kitchen,Kitchen,0 days 00:05:49,2011-8-3,2011-08-03 18:53:24
Phone,2011-08-03 18:59:18,M004,2011-08-03 19:07:26,LivingRoom,Chair,0 days 00:08:08,2011-8-3,2011-08-03 18:59:18
Cook_Dinner,2011-08-03 19:07:33,M007,2011-08-03 19:08:15,Kitchen,Kitchen,0 days 00:00:42,2011-8-3,2011-08-03 19:07:33
Watch_TV,2011-08-03 19:08:19,M004,2011-08-03 19:27:51,LivingRoom,Chair,0 days 00:19:32,2011-8-3,2011-08-03 19:08:19
Step_Out,2011-08-03 19:27:52,MA003,2011-08-03 19:31:12,LivingRoom,LivingRoom,0 days 00:03:20,2011-8-3,2011-08-03 19:27:52
Cook_Dinner,2011-08-03 19:36:41,M007,2011-08-03 19:50:44,Kitchen,Kitchen,0 days 00:14:03,2011-8-3,2011-08-03 19:36:41
Eat_Dinner,2011-08-03 19:50:49,M005,2011-08-03 20:03:32,DiningRoom,DiningRoom,0 days 00:12:43,2011-8-3,2011-08-03 19:50:49
Work_At_Table,2011-08-03 20:06:58,M005,2011-08-03 20:11:26,DiningRoom,DiningRoom,0 days 00:04:28,2011-8-3,2011-08-03 20:06:58
Wash_Dinner_Dishes,2011-08-03 20:13:48,M007,2011-08-03 20:14:59,Kitchen,Kitchen,0 days 00:01:11,2011-8-3,2011-08-03 20:13:48
Watch_TV,2011-08-03 20:15:05,M004,2011-08-03 20:33:35,LivingRoom,Chair,0 days 00:18:30,2011-8-3,2011-08-03 20:15:05
Wash_Dinner_Dishes,2011-08-03 20:33:42,M007,2011-08-03 20:37:19,Kitchen,Kitchen,0 days 00:03:37,2011-8-3,2011-08-03 20:33:42
Toilet,2011-08-03 20:38:17,MA013,2011-08-03 20:41:10,Bathroom,Bathroom,0 days 00:02:53,2011-8-3,2011-08-03 20:38:17
Dress,2011-08-03 20:41:14,M019,2011-08-03 20:42:28,Bedroom,Bedroom,0 days 00:01:14,2011-8-3,2011-08-03 20:41:14
Toilet,2011-08-03 20:45:06,MA013,2011-08-03 20:47:13,Bathroom,Bathroom,0 days 00:02:07,2011-8-3,2011-08-03 20:45:06
Wash_Dinner_Dishes,2011-08-03 20:51:38,M007,2011-08-03 20:58:36,Kitchen,Kitchen,0 days 00:06:58,2011-8-3,2011-08-03 20:51:38
Read,2011-08-03 20:58:45,M004,2011-08-03 21:23:14,LivingRoom,Chair,0 days 00:24:29,2011-8-3,2011-08-03 20:58:45
Dress,2011-08-03 21:28:13,MA020,2011-08-03 21:36:59,Bedroom,Bedroom,0 days 00:08:46,2011-8-3,2011-08-03 21:28:13
Personal_Hygiene,2011-08-03 21:37:03,MA013,2011-08-03 21:58:05,Bathroom,Bathroom,0 days 00:21:02,2011-8-3,2011-08-03 21:37:03
Groom,2011-08-03 21:58:15,MA013,2011-08-03 22:03:23,Bathroom,Bathroom,0 days 00:05:08,2011-8-3,2011-08-03 21:58:15
Sleep,2011-08-03 22:04:40,M021,2011-08-03 23:59:59,Bedroom,Bed,0 days 01:55:19,2011-8-3,2011-08-03 22:04:40
Sleep,2011-08-04 00:00:00,M021,2011-08-04 07:05:44,,,0 days 07:05:44,2011-8-4,2011-08-04 00:00:00
Toilet,2011-08-04 07:06:21,MA013,2011-08-04 07:08:38,Bathroom,Bathroom,0 days 00:02:17,2011-8-4,2011-08-04 07:06:21
Morning_Meds,2011-08-04 07:09:11,MA013,2011-08-04 07:10:02,Bathroom,Bathroom,0 days 00:00:51,2011-8-4,2011-08-04 07:09:11
Read,2011-08-04 07:11:24,MA020,2011-08-04 07:55:21,Bedroom,Bedroom,0 days 00:43:57,2011-8-4,2011-08-04 07:11:24
Work_At_Table,2011-08-04 07:57:04,M005,2011-08-04 08:17:29,DiningRoom,DiningRoom,0 days 00:20:25,2011-8-4,2011-08-04 07:57:04
Cook_Breakfast,2011-08-04 08:17:44,M007,2011-08-04 08:22:07,Kitchen,Kitchen,0 days 00:04:23,2011-8-4,2011-08-04 08:17:44
Eat_Breakfast,2011-08-04 08:22:12,M005,2011-08-04 08:27:50,DiningRoom,DiningRoom,0 days 00:05:38,2011-8-4,2011-08-04 08:22:12
Wash_Breakfast_Dishes,2011-08-04 08:28:05,M007,2011-08-04 08:28:24,Kitchen,Kitchen,0 days 00:00:19,2011-8-4,2011-08-04 08:28:05
Dress,2011-08-04 08:32:12,M019,2011-08-04 08:33:50,Bedroom,Bedroom,0 days 00:01:38,2011-8-4,2011-08-04 08:32:12
Personal_Hygiene,2011-08-04 08:33:59,MA013,2011-08-04 08:40:50,Bathroom,Bathroom,0 days 00:06:51,2011-8-4,2011-08-04 08:33:59
Bathe,2011-08-04 08:41:14,MA013,2011-08-04 08:47:52,Bathroom,Bathroom,0 days 00:06:38,2011-8-4,2011-08-04 08:41:14
Groom,2011-08-04 08:48:04,MA013,2011-08-04 08:54:38,Bathroom,Bathroom,0 days 00:06:34,2011-8-4,2011-08-04 08:48:04
Dress,2011-08-04 08:54:39,MA020,2011-08-04 08:59:25,Bedroom,Bedroom,0 days 00:04:46,2011-8-4,2011-08-04 08:54:39
Groom,2011-08-04 08:59:29,MA013,2011-08-04 09:12:09,Bathroom,Bathroom,0 days 00:12:40,2011-8-4,2011-08-04 08:59:29
Drink,2011-08-04 09:15:50,M007,2011-08-04 09:18:27,Kitchen,Kitchen,0 days 00:02:37,2011-8-4,2011-08-04 09:15:50
Toilet,2011-08-04 09:19:53,MA009,2011-08-04 09:20:23,Bathroom,Bathroom,0 days 00:00:30,2011-8-4,2011-08-04 09:19:53
Phone,2011-08-04 09:20:40,M004,2011-08-04 09:24:13,LivingRoom,LivingRoom,0 days 00:03:33,2011-8-4,2011-08-04 09:20:40
Toilet,2011-08-04 09:24:25,MA009,2011-08-04 09:28:23,Bathroom,Bathroom,0 days 00:03:58,2011-8-4,2011-08-04 09:24:25
Leave_Home,2011-08-04 09:29:28,MA003,2011-08-04 09:30:03,OutsideDoor,FrontDoor,0 days 00:00:35,2011-8-4,2011-08-04 09:29:28
Enter_Home,2011-08-04 12:21:28,D002,2011-08-04 12:22:05,LivingRoom,LivingRoom,0 days 00:00:37,2011-8-4,2011-08-04 12:21:28
Work_At_Table,2011-08-04 12:24:08,M005,2011-08-04 12:45:05,DiningRoom,DiningRoom,0 days 00:20:57,2011-8-4,2011-08-04 12:24:08
Cook_Lunch,2011-08-04 12:45:24,M007,2011-08-04 12:49:18,Kitchen,Kitchen,0 days 00:03:54,2011-8-4,2011-08-04 12:45:24
Work_At_Table,2011-08-04 12:51:05,M005,2011-08-04 12:54:03,DiningRoom,DiningRoom,0 days 00:02:58,2011-8-4,2011-08-04 12:51:05
Take_Medicine,2011-08-04 12:54:18,MA013,2011-08-04 12:56:06,Bathroom,Bathroom,0 days 00:01:48,2011-8-4,2011-08-04 12:54:18
Work,2011-08-04 12:56:09,M016,2011-08-04 13:04:49,WorkArea,Office,0 days 00:08:40,2011-8-4,2011-08-04 12:56:09
Toilet,2011-08-04 13:04:50,MA013,2011-08-04 13:08:51,Bathroom,Bathroom,0 days 00:04:01,2011-8-4,2011-08-04 13:04:50
Cook_Lunch,2011-08-04 13:09:22,M007,2011-08-04 13:10:03,Kitchen,Kitchen,0 days 00:00:41,2011-8-4,2011-08-04 13:09:22
Eat_Lunch,2011-08-04 13:10:06,M005,2011-08-04 13:24:50,LivingRoom,LivingRoom,0 days 00:14:44,2011-8-4,2011-08-04 13:10:06
Work_At_Table,2011-08-04 13:27:51,M005,2011-08-04 13:30:26,DiningRoom,DiningRoom,0 days 00:02:35,2011-8-4,2011-08-04 13:27:51
Relax,2011-08-04 13:33:39,M004,2011-08-04 15:02:43,LivingRoom,Chair,0 days 01:29:04,2011-8-4,2011-08-04 13:33:39
Toilet,2011-08-04 15:03:02,MA013,2011-08-04 15:09:50,Bathroom,Bathroom,0 days 00:06:48,2011-8-4,2011-08-04 15:03:02
Personal_Hygiene,2011-08-04 15:10:07,MA013,2011-08-04 15:15:04,Bathroom,Bathroom,0 days 00:04:57,2011-8-4,2011-08-04 15:10:07
Leave_Home,2011-08-04 15:17:06,MA003,2011-08-04 15:17:27,OutsideDoor,FrontDoor,0 days 00:00:21,2011-8-4,2011-08-04 15:17:06
Enter_Home,2011-08-04 16:09:31,D002,2011-08-04 16:09:57,LivingRoom,LivingRoom,0 days 00:00:26,2011-8-4,2011-08-04 16:09:31
Personal_Hygiene,2011-08-04 16:13:30,MA013,2011-08-04 16:13:45,Bathroom,Bathroom,0 days 00:00:15,2011-8-4,2011-08-04 16:13:30
Relax,2011-08-04 16:13:59,M004,2011-08-04 16:52:16,LivingRoom,Chair,0 days 00:38:17,2011-8-4,2011-08-04 16:13:59
Work,2011-08-04 16:54:45,M016,2011-08-04 17:03:10,WorkArea,Office,0 days 00:08:25,2011-8-4,2011-08-04 16:54:45
Phone,2011-08-04 17:05:46,MA003,2011-08-04 17:09:26,LivingRoom,Chair,0 days 00:03:40,2011-8-4,2011-08-04 17:05:46
Step_Out,2011-08-04 17:12:12,MA003,2011-08-04 17:16:59,OutsideDoor,FrontDoor,0 days 00:04:47,2011-8-4,2011-08-04 17:12:12
Drink,2011-08-04 17:17:12,M007,2011-08-04 17:21:01,Kitchen,Kitchen,0 days 00:03:49,2011-8-4,2011-08-04 17:17:12
Step_Out,2011-08-04 17:21:18,MA003,2011-08-04 17:25:57,LivingRoom,LivingRoom,0 days 00:04:39,2011-8-4,2011-08-04 17:21:18
Cook_Dinner,2011-08-04 17:32:12,M007,2011-08-04 17:37:33,Kitchen,Kitchen,0 days 00:05:21,2011-8-4,2011-08-04 17:32:12
Watch_TV,2011-08-04 17:37:42,M004,2011-08-04 17:50:29,LivingRoom,Chair,0 days 00:12:47,2011-8-4,2011-08-04 17:37:42
Cook_Dinner,2011-08-04 17:50:38,M007,2011-08-04 17:51:18,Kitchen,Kitchen,0 days 00:00:40,2011-8-4,2011-08-04 17:50:38
Watch_TV,2011-08-04 17:51:28,M004,2011-08-04 18:16:28,LivingRoom,Chair,0 days 00:25:00,2011-8-4,2011-08-04 17:51:28
Cook_Dinner,2011-08-04 18:16:32,M007,2011-08-04 18:16:51,Kitchen,Kitchen,0 days 00:00:19,2011-8-4,2011-08-04 18:16:32
Watch_TV,2011-08-04 18:16:53,M004,2011-08-04 18:23:14,LivingRoom,Chair,0 days 00:06:21,2011-8-4,2011-08-04 18:16:53
Cook_Dinner,2011-08-04 18:23:31,M008,2011-08-04 18:25:57,Kitchen,Kitchen,0 days 00:02:26,2011-8-4,2011-08-04 18:23:31
Watch_TV,2011-08-04 18:26:04,M004,2011-08-04 18:29:41,LivingRoom,Chair,0 days 00:03:37,2011-8-4,2011-08-04 18:26:04
Cook_Dinner,2011-08-04 18:29:46,M007,2011-08-04 18:36:09,Kitchen,Kitchen,0 days 00:06:23,2011-8-4,2011-08-04 18:29:46
Eat_Dinner,2011-08-04 18:36:18,M005,2011-08-04 18:47:33,DiningRoom,DiningRoom,0 days 00:11:15,2011-8-4,2011-08-04 18:36:18
Cook_Dinner,2011-08-04 18:47:35,M007,2011-08-04 18:48:47,Kitchen,Kitchen,0 days 00:01:12,2011-8-4,2011-08-04 18:47:35
Eat_Dinner,2011-08-04 18:48:52,M005,2011-08-04 18:52:47,DiningRoom,DiningRoom,0 days 00:03:55,2011-8-4,2011-08-04 18:48:52
Wash_Dinner_Dishes,2011-08-04 18:53:49,M007,2011-08-04 18:54:24,Kitchen,Kitchen,0 days 00:00:35,2011-8-4,2011-08-04 18:53:49
Drink,2011-08-04 18:54:57,M007,2011-08-04 18:55:27,Kitchen,Kitchen,0 days 00:00:30,2011-8-4,2011-08-04 18:54:57
